,0
652,"651,""646,1-sentence-summary the little book of lykke give danish-derived and science-backed tip that will help you be happier""
#"
653,"652,647 1-sentence-summary the little book that still beat the market is a step-by-step tutorial to implement a simple mathematical formula when buying stock which guarantee long-term profit
#"
654,"653,648 1-sentence-summary the long tail explains why the big commercial hit is dead how business can and will generate most of their future revenue from a long tail of niche product which serve even the rarest customer need and what you can do to embrace this idea today
#"
655,"654,649 1-sentence-summary the longevity project show you how you can live longer by analyzing the result from one of the world s longest-lasting study and drawing surprising conclusion about the work ethic happiness love marriage and religion of people who have lived to old age
#"
656,"655,650 1-sentence-summary the magic of math show you not only the power but also the beauty of mathematics unlike you ve ever seen it in school and with practical real-world application
#"
657,"656,651 1-sentence-summary the magic of reality explains many of the world s natural phenomenon in a scientific way so that you can understand how the elementary component of our planet work together to logically yet beautifully create the place we all call home
#"
658,"657,""652,1-sentence-summary the magic of thinking big give you several starting point to develop and strengthen the most important trait of successful people believing in yourself""
#"
659,"658,653 1-sentence-summary the man who fed the world is the biography of dr norman borlaug nobel peace prize laureate and u national hero who saved over a billion life by dedicating his own to ending world hunger and leading the green revolution which helped get agriculture to a point where it can feed the world
#"
660,"659,""654,1-sentence-summary the man who solved the market share the interesting story of jim simon s rise to wealth and success that came from him tapping into his math genius to make incredible gain in stock market investment""
#"
661,"660,""655,1-sentence-summary the messy middle challenge the notion that project grow slowly and smoothly toward success by outlining the rocky but important intermediate stage of any journey and how to survive them""
#"
662,"661,656 1-sentence-summary the millionaire fastlane point out what s wrong with the old get a degree get a job work hard retire rich model defines wealth in a new way and show you the path to retiring young
#"
663,"662,""657,1-sentence-summary the millionaire next door show you the simple spending and saving habit that lead to more cash in the bank than most people earn in their life while helping you avoid critical mistake on your way to financial independence""
#"
664,"663,658 1-sentence-summary the millionaire real estate agent is about how you can systematically build a thriving real estate business drawing lesson both about the professional a well a the personal side of thing
#"
665,"664,659 1-sentence-summary the miracle equation is a simple step-by-step process to make achieving your goal inevitable by bridging the gap between knowing and doing
#"
666,"665,660 1-sentence-summary the miracle morning make it clear that in order to become successful you have to dedicate time to personal development each day and then give you a 6-step morning routine to create and shape that time
#"
667,"666,""661,1-sentence-summary the miracle of mindfulness teach the ancient buddhist practice of mindfulness and how living in the present will make you happier""
#"
668,"667,662 1-sentence-summary the monk who sold his ferrari is a self-help classic telling the story of fictional lawyer julian mantle who sold his mansion and ferrari to study the seven virtue of the sage of sivana in the himalayan mountain
#"
669,"668,""663,1-sentence-summary the moral animal introduces you to the fascinating world of evolutionary psychology and uncovers the genetic strategy that explain why we do everything we do""
#"
670,"669,664 1-sentence-summary the more of le teach you how to declutter your time mental capacity and space to give more attention to the people and experience that matter most
#"
671,"670,665 1-sentence-summary the myth of multitasking explains why doing everything at once is neither efficient nor even possible and give you practical step for more focus in the workplace
#"
672,"671,666 1-sentence-summary the new trading for a living teach you a calm approach to stock trading by equipping you with the basic tool of chart analysis risk-minimizing rule and showing you which amateur mistake to avoid when getting started a a stock trader
#"
673,"672,667 1-sentence-summary the next right thing is your guide for making wise thoughtful and intentional decision simply by looking for the single best action to take at the moment
#"
674,"673,668 1-sentence-summary the now habit is a strategic program to help you eliminate procrastination from your life bring fun and motivation back to your work and enjoy your well-earned spare time without feeling guilty
#"
675,"674,669 1-sentence-summary the obstacle is the way is a modern take on the ancient philosophy of stoicism which help you endure the struggle of life with grace and resilience by drawing lesson from ancient hero former president modern actor athlete and how they turned adversity into success thanks to the power of perception action and will
#"
676,"675,670 1-sentence-summary the omnivore s dilemma explains the paradox of food choice we face today how the industrial revolution changed the way we eat and see food today and which food choice are the most ethical sustainable and environmentally friendly
#"
677,"676,671 1-sentence-summary the one minute manager give manager three simple tool which each take 60 second or le but can tremendously improve how they do their job getting people to stay motivated happy and deliver great work
#"
678,"677,672 1-sentence-summary the one-page financial plan is a refreshing fun look at personal finance that take away the feeling that financial planning is a burden for the le disciplined and show you that you can plan your entire financial future on a single page
#"
679,"678,673 1-sentence-summary the one thing give you a very simple approach to productivity based around a single question to help you have le clutter distraction and stress and more focus energy and success
#"
680,"679,674 1-sentence-summary the opposite of spoiled show you how to raise financially conscious child who learn the value of money early on by leading an open dialogue about money giving them responsibility and teaching them patience
#"
681,"680,675 1-sentence-summary the order of time expands your mind by shattering your commonly held belief about time identifying how the way society view it is merely a construct of the mind and it actual characteristic are a lot more interesting than we all think
#"
682,"681,""676,1-sentence-summary the organized mind will show you how to adapt your mind to our modern information culture so you can work efficiently without feeling exhausted""
#"
683,"682,677 1-sentence-summary the paradox of choice show you how today s vast amount of choice make you frustrated le likely to choose more likely to mess up and le happy overall before giving you concrete strategy and tip to ease the burden of decision-making
#"
684,"683,""678,1-sentence-summary the passion paradox explains the risk of blindly following what we love to do the most and teach u how to find a cultivate our passion in a way that can lead u to a fulfilling life""
#"
685,"684,""679,1-sentence-summary the path made clear contains oprah winfrey s tip for how to discover your real purpose so you can live a life of success and significance""
#"
686,"685,680 1-sentence-summary the personal mba will save you a few hundred grand by outlining everything you really need to know to get started on a thriving business none of which is taught in expensive college
#"
687,"686,681 1-sentence-summary the personality broker uncovers the true yet un-scientific origin of the myers-briggs type indicator personality test
#"
688,"687,""682,1-sentence-summary the plant paradox help you make better food decision and eat healthier by arguing that some plant food that we think are healthy can actually be harming u and making it harder to lose weight""
#"
689,"688,683 1-sentence-summary the pomodoro technique is the simplest way to productively manage your time with only two list and a timer by breaking down your workload into small manageable chunk to stay fresh and focused throughout your day
#"
690,"689,""684,1-sentence-summary the power of bad give some excellent tip on how to become happier by identifying your tendency toward negativity and what psychology and research have to show you about how to beat it""
#"
691,"690,685 1-sentence-summary the power of broke show you how to leverage having no money into an advantage in business by compensating it with creativity passion and authenticity
#"
692,"691,686 1-sentence-summary the power of full engagement teach you how to manage the only thing worth managing – your energy – by telling you how to properly maintain your four kind of energy live a life of purpose and accept your limitation
#"
693,"692,687 1-sentence-summary the power of habit help you understand why habit are at the core of everything you do how you can change them and what impact that will have on your life your business and society
#"
694,"693,688 1-sentence-summary the power of le show you how to align your life with your most important goal by finding out what s really essential changing your habit one at a time and working focused and productively on only those project that will lead you to where you really want to go
#"
695,"694,689 1-sentence-summary the power of no is an encompassing instruction manual for you to harness the power of this little word to get healthy rid yourself of bad relationship embrace abundance and ultimately say yes to yourself
#"
696,"695,690 1-sentence-summary the power of now show you that every minute you spend worrying about the future or regretting the past is a minute lost because really all you have to live in is the present the now and give you actionable strategy to start living every minute a it occurs
#"
697,"696,691 1-sentence-summary the power of positive thinking will show you that the root of success lie in the mind and teach you how to believe in yourself break the habit of worrying and take control of your life by taking control of your thought and changing your attitude
#"
698,"697,692 1-sentence-summary the power of starting something stupid show you that most idea are often falsely labeled stupid at first and that if they are that s a good indicator you should pursue them and not care what anyone think
#"
699,"698,693 1-sentence-summary the power of the other show you the surprisingly big influence other people have on your life what different kind of relationship you have with them and how you can cultivate more good one to replace the bad fake or unconnected and live a more fulfilled life
#"
700,"699,694 1-sentence-summary the power of your subconscious mind is a spiritual self-help classic which teach you how to use visualization and other suggestion technique to adapt your unconscious behavior in positive way
#"
701,"700,695 1-sentence-summary the power paradox frame the concept of power in an inspiring new narrative which can help u create better and more equal relationship workplace and society
#"
702,"701,696 1-sentence-summary the practicing mind show you how to cultivate patience focus and discipline for working towards your biggest goal by going back to the basic principle of practice embracing a child-like trial-and-error attitude again and thus make working hard towards mastery a fulfilling process in itself
#"
703,"702,697 1-sentence-summary the pragmatist s guide to relationship is an extensive practical guide to finding a companion be it for marriage dating or sex and building a healthy happy life with them
#"
704,"703,698 1-sentence-summary the presence process is an actionable 10-week program to become more present and consciously respond to situation based on breathing practice insightful text and observing your day-to-day experience
#"
705,"704,699 1-sentence-summary the prince is a 16th century political treatise famous for condoning even encouraging evil behavior amongst political ruler in order for them to stay in power
#"
706,"705,""700,1-sentence-summary the productivity project recount the lesson chris bailey learned over the course of a year running various productivity experiment to help you get more done in all area of your life""
#"
707,"706,701 1-sentence-summary the promise of a pencil narrates the story of how adam braun well-bred average college kid working at bain company shook off what society expected of him and created a life of significance and success by starting his own charity which now ha built hundred of school for child in need
#"
708,"707,""702,1-sentence-summary the psychology of selling motivates you to work on your self-image and how you relate to customer so that you can close more deal""
#"
709,"708,703 1-sentence-summary the psychology of winning teach you the 10 quality of winner which set them apart and help them win in every sphere of life personally professionally and spiritually
#"
710,"709,704 1-sentence-summary the rebel rule show you how you can run a business by being yourself relying on your vision instinct passion and agility to call the shot stay innovative and maneuver your business like a startup even if it s long outgrown it baby pant
#"
711,"710,705 1-sentence-summary the republic is one of the most important work about philosophy and politics in history written by plato one of socrates student in ancient greece a a dialogue about justice and political system
#"
712,"711,706 1-sentence-summary the richest man in babylon give common sense financial advice which you can apply today told through tale and parable from the time of ancient babylon
#"
713,"712,707 1-sentence-summary the rise of superman decodes the science of ultimate human performance by examining how top athlete enter and stay in a state of flow while achieving their greatest feat and how you can do the same
#"
714,"713,""708,1-sentence-summary the rise explains the integral role of failure in all creative endeavor and provides example of great thinker who thrived because they viewed failure a a necessary part of their journey towards mastery""
#"
715,"714,""709,1-sentence-summary the road back to you will teach you more about what kind of person you are by identifying the pro and con of each personality type within the enneagram test""
#"
716,"715,710 1-sentence-summary the road le traveled is a spiritual classic combining scientific and religious view to help you grow by confronting and solving your problem through discipline love and grace
#"
717,"716,711 1-sentence-summary the road to character explains why today s ever-increasing obsession with the self is eclipsing moral virtue and our ability to build character and how that get in the way of our happiness
#"
718,"717,712 1-sentence-summary the road to serfdom help you keep your freedom and individuality by taking a stand against socialism identifying it risk to turn into totalitarianism and why this wa especially important after wwii
#"
719,"718,713 1-sentence-summary the ruthless elimination of hurry will teach you how to slow down relax and live a simpler life to become happier and improve your wellbeing
#"
720,"719,714 1-sentence-summary the science of getting rich give you permission to embrace your natural desire for wealth and explains why rich lead to a prosperous and abundant life in mind body and soul
#"
721,"720,715 1-sentence-summary the second mountain argues that the key to living a meaningful fulfilling and happy life is not found in the pursuit of self-improvement but instead a life of service to others
#"
722,"721,716 1-sentence-summary the secret life of pronoun is a collection of research and case study explaining what our use of pronoun article and other style word can reveal about ourselves
#"
723,"722,717 1-sentence-summary the secret explains how the law of attraction governs your thinking and action and how you can use it to achieve whatever you desire in life
#"
724,"723,718 1-sentence-summary the self-made billionaire effect look at the five duality billionaire characteristically exhibit which put them in a different category than most employee but allow them to have a vision large enough to reach the number of people they need to make their business a billion dollar enterprise
#"
725,"724,719 1-sentence-summary the selfish gene explains the process of evolution in biology using gene a it basic unit showing how they manifest in the form of organism what they do to ensure their own survival how they program our brain which strategy have worked best throughout history and what make human so special in this context
#"
726,"725,720 1-sentence-summary the seven spiritual law of success brings together the spiritual calmness and mindful behavior of eastern religion with western striving for achieving internal and external success showing you seven specific way to let both come to you
#"
727,"726,721 1-sentence-summary the signal and the noise explains why so many prediction end up being wrong and how statistician politician and meteorologist fall prey to mass of data when finding important signal is mostly a matter of being cautious diligent and most importantly human
#"
728,"727,722 1-sentence-summary the singularity is near outline the future of technology by describing how change keep accelerating what computer will look like and be made of why biology and technology will become indistinguishable and how we can t possibly predict what ll happen after 2045
#"
729,"728,723 1-sentence-summary the six pillar of self-esteem is the definitive piece on one of the most important psychological trait we need to live a happy life and lay out how you can introduce six practice into your life to assert your right to be happy and live a fulfilling life
#"
730,"729,""724,1-sentence-summary the sixth extinction summarizes how human activity ha contributed to the mass extinction of specie and point out way to mitigate our biggest environmental problem""
#"
731,"730,725 1-sentence-summary the sleep revolution paint a grim picture of western sleep culture but not without extending a hand to school kid student professional and ceo alike by offering genuine advice on how to stop wearing sleep deprivation a a badge of honor and finally get a good night s sleep
#"
732,"731,726 1-sentence-summary the sleep solution improves your quality of life by identifying the myth surrounding rest that keep you from getting more of it showing you why they re false and teaching you how to establish proper sleep hygiene
#"
733,"732,727 1-sentence-summary the snowball is the only authorized biography of warren buffett the oracle of omaha legendary value investor and once richest man on earth detailing his life from the very humble beginning all the way to his unfathomable success
#"
734,"733,""728,1-sentence-summary the social animal weave social science research into the story of a fictional couple to shed light on the decision-making power of our unconscious mind""
#"
735,"734,729 1-sentence-summary the speed of trust not only explains the economics of trust but also show you how to cultivate great trust in yourself your relationship and the three kind of stakeholder you ll deal with when you re running a company
#"
736,"735,730 1-sentence-summary the sport gene is a look at how gene affect our ability motivation and endurance in sport explaining why some people are better suited for certain sport than others
#"
737,"736,""731,1-sentence-summary the start-up of you explains why you need manage your career a if you were running a start-up to get ahead in today s ultra-competitive and ever-changing business world""
#"
738,"737,""732,1-sentence-summary the storytelling edge will boost your communication and persuasiveness skill by showing you how to tell powerful narrative in a convincing way and giving example of why you should""
#"
739,"738,733 1-sentence-summary the subtle art of not giving a f ck doe away with the positive psychology craze to instead give you a stoic no bullshit approach to living a life that might not always be happy but meaningful and centered only around what s important to you
#"
740,"739,734 1-sentence-summary the success principle condenses 64 lesson jack canfield learned on his journey to becoming a successful entrepreneur author coach and speaker into 6 section which will help you transform your mindset and take responsibility and control of your own life so you can get from where you are to where you want to be
#"
741,"740,735 1-sentence-summary the sunflower recount an experience of holocaust survivor simon wiesenthal in which he had to make a tough choice about whether to forgive or not and explores over 50 different perspective on forgiveness from people with various religious cultural and ethnic background
#"
742,"741,736 1-sentence-summary the talent code crack open the myth of talent and break it down from a neurological standpoint into three crucial part which anyone can pull together to become a world-class performer artist or athlete and form something they used to believe wa not even within their own hand
#"
743,"742,737 1-sentence-summary the tao of physic question many bias about western science and eastern spirituality showing the close connection between the principle of physic and those of buddhism hinduism and taoism
#"
744,"743,738 1-sentence-summary the tao te ching help u understand the principle of taoism which is an ancient school of philosophy that is still applicable today
#"
745,"744,""739,1-sentence-summary the telomere effect show you how to live healthier and stay younger longer by identifying an important part of your physiology that you might have never heard of and teaching you how to take great care of it""
#"
746,"745,740 1-sentence-summary the thank you economy announces the return of small town courtesy to the world of business thanks to social medium and show you why business must not neglect nurturing it one-on-one relationship with customer through the new channel online to thrive in the modern world
#"
747,"746,""741,1-sentence-summary the third door follows an 18-year-old s wild quest of interviewing many of the world s most successful people to discover what it take to get to the top""
#"
748,"747,742 1-sentence-summary the third wave lay out the history of the internet and how it s about to permeate everything in our life a well a what it take for entrepreneur to make use of this mega-trend and thrive in an omni-connected always-online world
#"
749,"748,743 1-sentence-summary the tipping point explains how idea spread like epidemic and which few element need to come together to help an idea reach the point of critical mass where it viral effect becomes unstoppable
#"
750,"749,744 1-sentence-summary the total money makeover show you how to stop accepting debt a normal eliminate it forever in small increment and build the financial future you deserve in seven step
#"
751,"750,745 1-sentence-summary the truth see neil strauss draw lesson about monogamy love and relationship learned from depression sex addiction treatment swinger party and science lab in the decade after becoming one of the world s most notorious pick-up artist and desired single men on the planet
#"
752,"751,746 1-sentence-summary the ultimate sale machine is the legacy chet holmes left to help sale staff all over the world by giving them 12 key strategy to relentlessly focus and execute on in order to at least double their sale
#"
753,"752,""747,1-sentence-summary the unexpected joy of being sober will help you have a happier and healthier life by persuasively revealing the many disadvantage of alcohol and the benefit of going without it permanently""
#"
754,"753,""748,1-sentence-summary the uninhabitable earth explains how humanity s complacency and negligence have put this world on a course to soon be unlivable unless we each do our small part to improve how we care for this beautiful planet we live on""
#"
755,"754,749 1-sentence-summary the untethered soul describes how you can untie your self from your ego harness your inner energy expand beyond yourself and float through the river of life instead of blocking or fighting it
#"
756,"755,750 1-sentence-summary the upside of irrationality show you the many way in which you act irrational while thinking what you re doing make perfect sense and how this irrational behavior can actually be beneficial a long a you use it the right way
#"
757,"756,751 1-sentence-summary the upside of stress help you change your mindset from one that avoids anxiety at all cost to a belief that embrace stress a a normal part of life which help you respond to it in better way and actually be healthier
#"
758,"757,752 1-sentence-summary the upside of your dark side take a look at our darkest emotion like anxiety or anger and show you there are real benefit that follow them and their underlying character trait such a narcissism or psychopathy
#"
759,"758,753 1-sentence-summary the variety of religious experience will show you that spirituality isn t limited to church and that you too can benefit from trying a variety of religious practice even if you identify with no religion in particular
#"
760,"759,754 1-sentence-summary the war of art brings some much needed tough love to all artist business people and creatives who spend more time battling the resistance against work than actually working by identifying the procrastinating force at play and pulling out the rug from under their foot
#"
761,"760,755 1-sentence-summary the way of zen is the ultimate guide to understanding the history principle and benefit of zen and how it can help u experience mental stillness and enjoy life even in uncertain time
#"
762,"761,756 1-sentence-summary the willpower instinct break down willpower into 3 category and give you science-backed system to improve your self-control break bad habit and choose long-term goal over instant gratification
#"
763,"762,757 1-sentence-summary the wisdom of crowd research why group reach better decision than individual what make group smart where the danger of group decision lie and how each of u can encourage the group we are part of to work together
#"
764,"763,758 1-sentence-summary the wisdom of insecurity is a self-help classic that break down our psychological need for stability and explains how it s led u right into consumerism why that won t solve our problem and how we can really calm our anxiety
#"
765,"764,759 1-sentence-summary the wisdom of life is an essay from arthur schopenhauer s last published work which break down happiness into three part and explains how we can achieve it
#"
766,"765,760 1-sentence-summary the world according to star war summary examines not only the unrivaled popularity of this epic franchise but also what we can learn from it about the real world about politics law economics and even ourselves
#"
767,"766,761 1-sentence-summary the world without u imago planet earth without u human detailing what will happen to nature and man-made creation long after we re gone
#"
768,"767,""762,1-sentence-summary the worry-free mind help free you of the shackle of all type of anxiety by identifying where they come from and what step you need to take to regain control of your thinking pattern and become mentally healthy again""
#"
769,"768,763 1-sentence-summary the year without pant dive into the company culture of automattic the company behind wordpress.com and explains how they ve created a culture of work where employee thrive creativity flow freely and new idea are implemented on a daily basis
#"
770,"769,764 1-sentence-summary the yes brain offer parenting technique that will give your kid an open attitude towards life balance resilience insight and empathy
#"
771,"770,765 1-sentence-summary theory u help leader act based on the future not the past and allows them to create organizational change at a global level through creative and agile methodology
#"
772,"771,766 1-sentence-summary thing a little bird told me is twitter co-founder biz stone s look back at the year of his life during and before twitter from which he draw many lesson about business life and society
#"
773,"772,767 1-sentence-summary think and grow rich is a curation of the 13 most common habit of wealthy and successful people distilled from studying over 500 individual over the course of 20 year
#"
774,"773,768 1-sentence-summary think like a freak teach you how to reject conventional wisdom a often a possible ask the right question about everything and come up with your own statistically validated answer instead of relying on other people opinion or common sense
#"
775,"774,769 1-sentence-summary think small give the science-backed secret to following through with your goal identifying seven key component that will help you use your own human nature to your advantage for wild success like you ve never had before
#"
776,"775,770 1-sentence-summary thinking fast and slow show you how two system in your brain are constantly fighting over control of your behavior and action and teach you the many way in which this lead to error in memory judgment and decision and what you can do about it
#"
777,"776,771 1-sentence-summary this is marketing argues that marketing success in today s world come from focusing more on the need value and desire of our target audience rather than spamming a many people a possible with our message
#"
778,"777,772 1-sentence-summary this is your brain on music explains where music historically come from what it trigger in our brain how we develop our taste and why it s a crucial part of our life along with what make great musician great
#"
779,"778,773 1-sentence-summary thou shall prosper examines the tried and true principle of age-old jewish tradition for creating a life of wealth prosperity and integrity and combine them with example from the modern world of business to help you live a successful life
#"
780,"779,774 1-sentence-summary thrive shine a light on the missing ingredient in our perception of success which includes well-being wonder wisdom and giving and go beyond just money and power which often drive people right into burnout terrible health and unhappiness
#"
781,"780,775 1-sentence-summary through the language glass explains how the language you speak fundamentally alters your reality and how nature culture and language have all been intertwined all throughout history
#"
782,"781,""776,1-sentence-summary time and how to spend it is your guide to becoming more productive by not focusing on working extra hour but instead using the time off more effectively""
#"
783,"782,""777,1-sentence-summary tiny habit show you the power of applying small change to your routine to unleash the full power that habit have to make your life better""
#"
784,"783,778 1-sentence-summary to sell is human show you that selling is part of your life no matter what you do and what a successful salesperson look like in the 21st century with practical idea to help you convince others in a more honest natural and sustainable way
#"
785,"784,779 1-sentence-summary tool of titan is a massive compendium of everything tim ferriss ha learned about health wealth and wisdom from interviewing over 200 world-class performer on his podcast the tim ferriss show
#"
786,"785,""780,1-sentence-summary traction is a roadmap for startup to achieve the exponential growth necessary to survive the first few month and year by looking at 19 way to get traction and a framework to help you pick the best one for your startup""
#"
787,"786,""781,1-sentence-summary tribal leadership explains the various way people function within organization and teach you how to lead change and improve your organization s culture""
#"
788,"787,782 1-sentence-summary tribe of mentor is a collection of over 100 mini-interviews where some of the world s most successful people share their idea around habit learning money relationship failure success and life
#"
789,"788,783 1-sentence-summary tribe turn you from a sheepwalker into a heretic by giving you the tool to start your own tribe explaining why they re the future of business and showing you that you too can be a leader
#"
790,"789,""784,1-sentence-summary trillion dollar coach will help you become a better leader in the office by sharing the life and teaching of businessman bill campbell who helped build multi-billion dollar company in silicon valley""
#"
791,"790,785 1-sentence-summary trust me i m lying is a marketer s take on how influential blog have truly become why that s something to worry about and how the internet is broken which includes his own confession of how he gamed the very same system to generate press for his client
#"
792,"791,786 1-sentence-summary trying not to try explores ancient chinese philosophy to break down the art of being spontaneous which will help you unite your mind and body reach a state of flow and breeze through life like a leaf in a river
#"
793,"792,787 1-sentence-summary tube is a behind-the-scenes look at the real tangible physical heart of the internet this elusive and seemingly invisible technology that permeates all of our life on a daily basis
#"
794,"793,788 1-sentence-summary turning pro is an inspiring instruction manual that ll help you create the work you were meant to do by dividing your life into two phase the amateur and the professional and getting you from one into the other
#"
795,"794,789 1-sentence-summary uncertainty show you that the condition of not knowing is nothing to fear but the birthplace of innovation which if you embrace it while anchoring yourself ha an unlimited potential for growth wealth and happiness
#"
796,"795,790 1-sentence-summary unlimited power is a self-help classic which break down how tony robbins ha helped top performer achieve at their highest level and how you can use the same mental and physical tactic to accomplish your biggest goal in life
#"
797,"796,""791,1-sentence-summary unlocking potential is a guide that will help you a a leader make a difference in people s life in the long run by learning how to coach people in a way that brings to light their greatest strength and capability""
#"
798,"797,792 1-sentence-summary unshakeable distills the essence of world class investor down into four core principle you should follow while investing giving you simple rule and actionable step to follow to make sure your finance flourish
#"
799,"798,793 1-sentence-summary upheaval enlightens you by telling the story of seven country that fell into crisis including how they got there and what they did to get out and identifies the common thread between all of them
#"
800,"799,794 1-sentence-summary vagabonding will change your relationship with money and travel by showing you that long-term life on the road isn t reserved for rich people and hippy and will give you the tool you need to start living a life of adventure simplicity and content
#"
801,"800,795 1-sentence-summary walden detail henry david thoreau s two-year stay in a self-built cabin by a lake in the wood sharing what he learned about solitude nature work thinking and fulfillment during his break from modern city life
#"
802,"801,796 1-sentence-summary what color is your parachute is a classic for job seeker equipping you with the tool tip and strategy you need to quickly find the right gig in today s fast-moving market
#"
803,"802,797 1-sentence-summary what every body is saying is an ex-fbi agent guide to reading non-verbal cue which will help you spot others true intention and feeling even when their mouth are saying something different
#"
804,"803,""798,1-sentence-summary what got you here won t get you there help you overcome your personality trait and behavior that stop you from achieving even more success""
#"
805,"804,799 1-sentence-summary what i know for sure encourages you to create the life you want by pursuing excellence practicing gratitude and leveraging bad experience to become stronger
#"
806,"805,800 1-sentence-summary what if is a compilation of well-researched science-based answer to some of the craziest hypothetical question you can imagine
#"
807,"806,801 1-sentence-summary what the eye don t see tell the shocking and unfortunate story of the public drinking water crisis in flint michigan and how one woman stood up against government corruption and racism to make a positive difference for the city
#"
808,"807,802 1-sentence-summary what they don t teach you at harvard business school teach why succeeding in business ha le to do with accumulated theoretical knowledge through schooling and book and more about people and communication
#"
809,"808,803 1-sentence-summary what to eat when teach u how food work inside our body and how to feed ourselves in a way that better suit our biology making u healthier and stronger
#"
810,"809,804 1-sentence-summary when bad thing happen to good people explains why even the best of people sometimes suffer from adversity and how we can turn our pain into something meaningful instead of lamenting it
#"
811,"810,805 1-sentence-summary when breath becomes air help you see what s really important by diving into paul kalanithi s life of loving neuroscience literature meaning and his family that ended from cancer in his mid-thirties
#"
812,"811,806 1-sentence-summary when the scientific secret of perfect timing break down the science of time so you can stop guessing when to do thing and pick the best time to work eat sleep have your coffee and even quit your job
#"
813,"812,""807,1-sentence-summary when thing fall apart give you the confidence to make it through life s inevitable setback by sharing idea and strategy like mindfulness to grow your resilience and come out on top""
#"
814,"813,""808,1-sentence-summary when to rob a bank is a collection of the best of the freakonomics author blog post from over 10 year of blogging about economics in all area of our life""
#"
815,"814,809 1-sentence-summary where good idea come from describes how the process of innovation is similar to evolution and why good idea have to be shaped over time build on existing platform require connection luck and error and how you can turn something old into something new
#"
816,"815,810 1-sentence-summary wherever you go there you are explains what mindfulness is and why it s not reserved for zen practitioner and buddhist monk giving you simple way to practice it in everyday life both formally and informally while helping you avoid the obstacle on your way to a more aware self
#"
817,"816,811 1-sentence-summary who moved my cheese tell a parable which you can directly apply to your own life in order to stop fearing what lie ahead and instead thrive in an environment of change and uncertainty
#"
818,"817,""812,1-sentence-summary who will cry when you die help you leave a lasting legacy of greatness after you re gone by giving specific tip on how to become the best version of yourself and the kind that make others grateful for all of your contribution to their life and the world""
#"
819,"818,""813,1-sentence-summary why a student work for c student contains robert kiyosaki s lesson on how the global financial crisis is the result of a lack of education and show parent how to become truly money literate so they can teach their kid to do the same and attain financial freedom""
#"
820,"819,814 1-sentence-summary why are we yelling will improve your relationship professional life and the way you view the world by showing you that argument aren t bad but important growing experience if we learn to make them productive
#"
821,"820,815 1-sentence-summary why is sex fun take a humorous look at the evolution of human sex life explaining why the way we behave sexually is often odd but necessary for our survival
#"
822,"821,816 1-sentence-summary why we can t sleep will help woman in generation x feel better about the challenge they face by examining the reason why they are going through midlife crisis due to poor market condition caring for child and elderly parent simultaneously and facing massive amount of discrimination
#"
823,"822,817 1-sentence-summary why we love delivers a scientific explanation for love show you how it developed historically and evolutionarily tell you what we re all attracted to and where we differ and of course give you actionable advice to deal with both the exciting successful romance in your life a well a it sometimes inevitable fallout
#"
824,"823,""818,1-sentence-summary why we sleep will motivate you get more and better quality sleep by showing you the recent scientific finding on why sleep deprivation is bad for individual and society""
#"
825,"824,819 1-sentence-summary why we work look at the purpose of work in our life by examining how different people view their work what trait make work feel meaningful and which question company should ask to maximize the motivation of their employee
#"
826,"825,820 1-sentence-summary will it fly is a step-by-step guide to testing your business idea making sure your new venture match who you are and not wasting time or money on something people won t want so your business won t just run but fly
#"
827,"826,""821,1-sentence-summary willpower doesn t work show you how to change your life in a more efficient way than relying on sheer grit alone by identifying the importance of your environment and other factor that affect your productivity so you can become your best self""
#"
828,"827,822 1-sentence-summary willpower is a blend of practical tip and the latest scientific research on self-control explaining how willpower work what you can do to improve it how to optimize it and which step to take when it fails you
#"
829,"828,823 1-sentence-summary winner and how they succeed draw on year of research and extensive interview with a wide array of successful people to deliver a blueprint for what it take to win in life based on strategy leadership and team-building
#"
830,"829,824 1-sentence-summary winner dream will inspire you to get up and get moving to make your biggest goal happen by sharing the incredible rag to rich story of bill mcdermott who went from humble beginning to ceo of the biggest software company in the world simply by having a vision of what he wanted in life
#"
831,"830,825 1-sentence-summary winner take all help you see the ultra-rich in a more accurate light by identifying their shady strategy including using the idea of making the world a better place a a front that only serf a a way to solidify their wealth and power
#"
832,"831,826 1-sentence-summary winning is jack welch s manual to becoming an astonishing manager and leader which give you practical tool to manage the finance strategy and most importantly the people of your company
#"
833,"832,827 1-sentence-summary without their permission is reddit co-founder alexis ohanian s plea to you to start something a he lay out how anyone can use the internet to shape the future of the 21st century without having to get a yes from somebody else first
#"
834,"833,828 1-sentence-summary wonderland show you that much of societal and technological progress actually originates from people playing and just following their curiosity a it take you on a tour of history s greatest dabbler and how they helped build the future
#"
835,"834,829 1-sentence-summary work the system will fundamentally change the way you view the world by showing you the system all around you and giving you the guiding principle to influence the right one to make your business successful
#"
836,"835,830 1-sentence-summary write it down make it happen is a simple guide to help you accomplish your goal through the act of writing showing you how to use this basic skill to focus address fear and stay motivated
#"
837,"836,""831,1-sentence-summary year of yes detail famous tv-show creator shonda rhimes s change from introversion to socialite by saying yes to anything for a full year and how she wa finally able to face her fear and start loving herself""
#"
838,"837,""832,1-sentence-summary you are a badass at making money will help you stop making excuse and get over your bad relationship with money to become a money-making machine""
#"
839,"838,833 1-sentence-summary you are a badass help you become self-aware figure out what you want in life and then summon the gut to not worry about the how kick others opinion to the curb and focus your life on the thing that will make you happy
#"
